Shape,Method,Group Size,Avg Pairwise Distance,Avg Centroid Distance,Min GroupSize,Median GroupSize,Max GroupSize,Avg MTTR,Min MTTR,Median MTTR,Max MTTR,Min MTDI,Median MTDI,Max MTDI,Avg Dist To Centroid,Min Dist To Centroid,Median  Dist To Centroid,Max Dist To Centroid
skateboard,CANF,3,11.710663756780933,6.919502549269413,1,3.0,3,0.45184558014900955,0.180923255062985,0.4338158274300138,1.173494054033568,0.05114902127659577,0.05114902127659577,0.06819869503546103,6.923007897367945,1,42.070047407732844,5.749394073541026
skateboard,CANF,5,12.085757904747156,7.8813478365940535,1,5.0,5,0.4849820998197324,0.180923255062985,0.46691978522124483,1.0737565783447058,0.043509534603018714,0.043509534603018714,0.0783171622854337,7.883046169403548,1,35.2227199404021,6.660330322138682
skateboard,CANF,10,12.79244308481372,8.937904098221065,1,10.0,10,0.5178092846061987,0.180923255062985,0.5070363435328371,1.2042916015050784,0.017176587574506318,0.017176587574506318,0.05195917741288162,8.941234001396467,1,44.307222887470616,7.853975180552569
skateboard,CANF,20,13.579094294901754,9.750632276082237,1,20.0,20,0.5404181064465426,0.180923255062985,0.5301626551142656,1.1373550355242539,0.007421042206047656,0.007421042206047656,0.04090849516083769,9.755033045653052,1,39.51876136722911,8.586763068817026
skateboard,KMeans,3,1.711062850617446,0.923717728894467,1,3.0,8,0.1944420858023178,0.180923255062985,0.180923255062985,0.38409197847942855,0.0508977158534978,0.09662613244062473,0.1288348432541663,1.184085993375284,1,4.5069390943299865,1
skateboard,KMeans,5,1.9977668583865735,1.2248576539386757,1,5.0,13,0.20700762706934867,0.180923255062985,0.18365288319961437,0.39245403339445467,0.047762062082292965,0.10001457444582713,0.18002623400248882,1.3597794998074693,1,4.7053161424074395,1.030402055055078
skateboard,KMeans,10,2.3960295569203938,1.6689888066682137,3,10.0,20,0.23167373657853702,0.180923255062985,0.2219400557732515,0.45436463589336795,0.025071499728700913,0.04568814619982273,0.1036549816908478,1.715977000080941,1,6.306962642808167,1.504813214295168
skateboard,KMeans,20,3.328736755132773,2.3402953225762064,4,19.0,47,0.26980075436082335,0.180923255062985,0.2574775603162446,0.508677888225046,0.013565490340915282,0.03158738857254827,0.10639962466542573,2.3571513830784165,1,7.904910075755772,2.025302903728684
